storm_id,storm_name,date,time,record_identifier,storm_type,latitude,longitude,max_sustained_wind_knots,min_central_pressure_mb,latitude_float,longitude_float
AL061853,UNNAMED,18530926,0600,,TS,27.4N,62.5W,50,-999,27.4,-62.5
AL061853,UNNAMED,18530926,1200,,TS,29.0N,62.9W,50,-999,29.0,-62.9
AL061853,UNNAMED,18530926,1800,,TS,30.6N,63.2W,50,-999,30.6,-63.2
AL061853,UNNAMED,18530927,0000,,TS,32.9N,62.6W,60,-999,32.9,-62.6
AL061853,UNNAMED,18530927,0600,,TS,34.8N,61.3W,60,-999,34.8,-61.3
AL061853,UNNAMED,18530927,1200,,HU,36.0N,59.8W,70,-999,36.0,-59.8
AL061853,UNNAMED,18530927,1800,,HU,36.7N,58.4W,70,-999,36.7,-58.4
AL061853,UNNAMED,18530928,0000,,HU,36.8N,57.4W,70,-999,36.8,-57.4
AL061853,UNNAMED,18530928,0600,,HU,36.3N,56.7W,70,-999,36.3,-56.7
AL061853,UNNAMED,18530928,1200,,HU,35.5N,56.9W,70,-999,35.5,-56.9
AL061853,UNNAMED,18530928,1800,,HU,35.5N,57.0W,70,-999,35.5,-57.0
AL061853,UNNAMED,18530929,0000,,HU,35.4N,57.2W,70,-999,35.4,-57.2
AL061853,UNNAMED,18530929,0600,,HU,35.3N,57.4W,70,-999,35.3,-57.4
AL061853,UNNAMED,18530929,1200,,HU,35.3N,57.7W,70,-999,35.3,-57.7
AL061853,UNNAMED,18530929,1800,,HU,35.4N,57.9W,70,-999,35.4,-57.9
AL061853,UNNAMED,18530930,0000,,HU,35.5N,58.1W,70,-999,35.5,-58.1
AL061853,UNNAMED,18530930,0600,,HU,35.5N,58.2W,70,-999,35.5,-58.2
AL061853,UNNAMED,18530930,1200,,HU,35.8N,58.3W,70,-999,35.8,-58.3
AL061853,UNNAMED,18530930,1800,,HU,36.3N,58.0W,70,-999,36.3,-58.0
AL061853,UNNAMED,18531001,0000,,HU,37.0N,57.5W,70,-999,37.0,-57.5
AL061853,UNNAMED,18531001,0600,,HU,38.0N,56.8W,70,-999,38.0,-56.8
AL071853,UNNAMED,18530928,1200,,TS,15.0N,37.0W,50,-999,15.0,-37.0
AL081853,UNNAMED,18531019,0000,,HU,27.5N,78.5W,70,-999,27.5,-78.5
AL081853,UNNAMED,18531019,0600,,HU,28.0N,78.9W,70,-999,28.0,-78.9
AL081853,UNNAMED,18531019,1200,,HU,28.5N,79.3W,80,-999,28.5,-79.3
AL081853,UNNAMED,18531019,1800,,HU,28.9N,79.6W,80,-999,28.9,-79.6
AL081853,UNNAMED,18531020,0000,,HU,29.3N,79.9W,80,-999,29.3,-79.9
AL081853,UNNAMED,18531020,0600,,HU,29.7N,80.2W,80,-999,29.7,-80.2
AL081853,UNNAMED,18531020,1200,,HU,30.0N,80.5W,90,-999,30.0,-80.5
AL081853,UNNAMED,18531020,1800,,HU,30.3N,80.7W,90,-999,30.3,-80.7
AL081853,UNNAMED,18531021,0000,,HU,30.6N,80.9W,90,-999,30.6,-80.9
AL081853,UNNAMED,18531021,0600,,HU,30.9N,80.9W,90,-999,30.9,-80.9
AL081853,UNNAMED,18531021,1200,,HU,31.3N,80.6W,80,-999,31.3,-80.6
AL081853,UNNAMED,18531021,1800,,HU,31.7N,80.1W,80,-999,31.7,-80.1
AL081853,UNNAMED,18531022,0000,,HU,32.1N,79.4W,80,-999,32.1,-79.4
AL081853,UNNAMED,18531022,0600,,HU,32.5N,78.5W,80,-999,32.5,-78.5
AL011854,UNNAMED,18540625,0000,,TS,26.0N,92.5W,60,-999,26.0,-92.5
AL011854,UNNAMED,18540625,0600,,TS,26.0N,93.0W,60,-999,26.0,-93.0
AL011854,UNNAMED,18540625,1200,,HU,26.0N,93.5W,70,-999,26.0,-93.5
AL011854,UNNAMED,18540625,1800,,HU,26.0N,94.0W,70,-999,26.0,-94.0
AL011854,UNNAMED,18540626,0000,,HU,26.0N,94.7W,70,-999,26.0,-94.7
AL011854,UNNAMED,18540626,0600,,HU,26.1N,95.7W,70,-999,26.1,-95.7
AL011854,UNNAMED,18540626,1200,L,HU,26.2N,97.0W,70,-999,26.2,-97.0
AL011854,UNNAMED,18540626,1800,,TS,26.4N,98.5W,50,-999,26.4,-98.5
AL011854,UNNAMED,18540627,0000,,TS,26.8N,100.0W,40,-999,26.8,-100.0
AL011854,UNNAMED,18540627,0600,,TS,27.4N,101.5W,40,-999,27.4,-101.5
AL011854,UNNAMED,18540627,1200,,TS,28.0N,103.0W,40,-999,28.0,-103.0
AL021854,UNNAMED,18540823,1200,,TS,33.0N,55.0W,60,-999,33.0,-55.0
AL031854,UNNAMED,18540907,0000,,HU,26.4N,76.6W,110,-999,26.4,-76.6
AL031854,UNNAMED,18540907,0600,,HU,27.2N,77.6W,110,-999,27.2,-77.6
AL031854,UNNAMED,18540907,1200,,HU,28.0N,78.6W,110,938,28.0,-78.6
AL031854,UNNAMED,18540907,1800,,HU,28.8N,79.6W,110,-999,28.8,-79.6
AL031854,UNNAMED,18540908,0000,,HU,29.6N,80.3W,110,-999,29.6,-80.3
AL031854,UNNAMED,18540908,0600,,HU,30.4N,80.6W,110,-999,30.4,-80.6
AL031854,UNNAMED,18540908,1200,,HU,31.1N,80.9W,100,-999,31.1,-80.9
AL031854,UNNAMED,18540908,1800,,HU,31.6N,81.1W,100,950,31.6,-81.1
AL031854,UNNAMED,18540908,2000,L,HU,31.7N,81.1W,100,950,31.7,-81.1
AL031854,UNNAMED,18540909,0000,,HU,32.0N,81.3W,80,-999,32.0,-81.3
AL031854,UNNAMED,18540909,0600,,HU,32.5N,81.5W,70,-999,32.5,-81.5
AL031854,UNNAMED,18540909,1200,,TS,33.2N,81.5W,60,-999,33.2,-81.5
AL031854,UNNAMED,18540909,1800,,TS,34.3N,80.5W,50,-999,34.3,-80.5
AL031854,UNNAMED,18540910,0000,,TS,35.5N,78.1W,40,-999,35.5,-78.1
AL031854,UNNAMED,18540910,0600,,TS,36.8N,75.9W,40,-999,36.8,-75.9
AL031854,UNNAMED,18540910,1200,,TS,37.8N,74.0W,50,-999,37.8,-74.0
AL031854,UNNAMED,18540910,1800,,TS,38.4N,71.9W,60,-999,38.4,-71.9
AL031854,UNNAMED,18540911,0000,,HU,38.8N,69.5W,70,-999,38.8,-69.5
AL031854,UNNAMED,18540911,0600,,HU,39.0N,67.3W,80,-999,39.0,-67.3
AL031854,UNNAMED,18540911,1200,,HU,39.4N,65.0W,90,-999,39.4,-65.0
AL031854,UNNAMED,18540911,1800,,HU,39.5N,61.8W,90,-999,39.5,-61.8
AL031854,UNNAMED,18540912,0000,,HU,39.8N,58.3W,90,-999,39.8,-58.3
AL031854,UNNAMED,18540912,0600,,HU,40.0N,55.1W,90,-999,40.0,-55.1
AL031854,UNNAMED,18540912,1200,,HU,40.0N,52.0W,80,-999,40.0,-52.0
AL031854,UNNAMED,18540912,1800,,HU,40.2N,48.0W,80,-999,40.2,-48.0
AL041854,UNNAMED,18540918,0000,,HU,28.2N,93.6W,90,-999,28.2,-93.6
AL041854,UNNAMED,18540918,0600,,HU,28.4N,94.1W,90,-999,28.4,-94.1
AL041854,UNNAMED,18540918,1200,,HU,28.6N,94.6W,90,-999,28.6,-94.6
AL041854,UNNAMED,18540918,1800,,HU,28.8N,95.1W,90,-999,28.8,-95.1
AL041854,UNNAMED,18540918,2100,L,HU,28.9N,95.3W,90,-999,28.9,-95.3
AL041854,UNNAMED,18540919,0000,,HU,29.0N,95.6W,80,-999,29.0,-95.6
AL041854,UNNAMED,18540919,0600,,HU,29.2N,96.1W,70,-999,29.2,-96.1
AL041854,UNNAMED,18540919,1200,,TS,29.4N,96.5W,60,-999,29.4,-96.5
AL041854,UNNAMED,18540919,1800,,TS,29.7N,96.6W,60,-999,29.7,-96.6
AL041854,UNNAMED,18540920,0000,,TS,30.0N,96.4W,50,-999,30.0,-96.4
AL041854,UNNAMED,18540920,0600,,TS,30.3N,96.0W,40,-999,30.3,-96.0
AL051854,UNNAMED,18541020,0000,,TS,25.0N,67.6W,50,-999,25.0,-67.6
AL051854,UNNAMED,18541020,0600,,TS,25.8N,67.6W,50,-999,25.8,-67.6
AL051854,UNNAMED,18541020,1200,,TS,26.7N,67.6W,50,-999,26.7,-67.6
AL051854,UNNAMED,18541020,1800,,TS,27.6N,67.5W,50,-999,27.6,-67.5
AL051854,UNNAMED,18541021,0000,,TS,28.6N,67.3W,60,-999,28.6,-67.3
AL051854,UNNAMED,18541021,0600,,TS,29.5N,67.0W,60,-999,29.5,-67.0
AL051854,UNNAMED,18541021,1200,,TS,30.3N,66.6W,60,-999,30.3,-66.6
AL051854,UNNAMED,18541021,1800,,TS,31.5N,65.6W,60,-999,31.5,-65.6
AL051854,UNNAMED,18541022,0000,,TS,32.4N,64.3W,60,-999,32.4,-64.3
AL051854,UNNAMED,18541022,0600,,TS,33.0N,62.8W,60,-999,33.0,-62.8
AL051854,UNNAMED,18541022,1200,,TS,33.5N,61.0W,50,-999,33.5,-61.0
AL051854,UNNAMED,18541022,1800,,TS,34.2N,58.7W,50,-999,34.2,-58.7
AL011855,UNNAMED,18550806,1200,,HU,22.2N,98.0W,90,-999,22.2,-98.0
AL021855,UNNAMED,18550810,0000,,HU,44.0N,42.0W,90,-999,44.0,-42.0
AL021855,UNNAMED,18550810,0600,,HU,46.0N,39.0W,90,-999,46.0,-39.0
AL021855,UNNAMED,18550810,1200,,HU,48.0N,36.0W,90,-999,48.0,-36.0
AL021855,UNNAMED,18550810,1800,,HU,50.0N,32.5W,90,-999,50.0,-32.5
AL021855,UNNAMED,18550811,0000,,HU,52.0N,29.0W,90,-999,52.0,-29.0
AL021855,UNNAMED,18550811,0600,,HU,54.0N,24.0W,90,-999,54.0,-24.0
AL031855,UNNAMED,18550811,1200,,HU,12.5N,83.0W,70,-999,12.5,-83.0
AL041855,UNNAMED,18550824,0000,,TS,12.0N,55.9W,50,-999,12.0,-55.9
AL041855,UNNAMED,18550824,0600,,TS,12.0N,57.1W,50,-999,12.0,-57.1
AL041855,UNNAMED,18550824,1200,,TS,12.1N,58.3W,50,-999,12.1,-58.3
AL041855,UNNAMED,18550824,1800,,TS,12.3N,59.5W,50,-999,12.3,-59.5
AL041855,UNNAMED,18550825,0000,,TS,12.8N,60.7W,60,-999,12.8,-60.7
AL041855,UNNAMED,18550825,0600,,TS,13.5N,61.9W,60,-999,13.5,-61.9
AL041855,UNNAMED,18550825,1200,,TS,14.1N,62.8W,60,-999,14.1,-62.8
AL041855,UNNAMED,18550825,1800,,TS,14.8N,63.7W,60,-999,14.8,-63.7
AL041855,UNNAMED,18550826,0000,,TS,15.6N,64.4W,60,-999,15.6,-64.4
AL041855,UNNAMED,18550826,0600,,TS,16.4N,65.4W,60,-999,16.4,-65.4
AL041855,UNNAMED,18550826,1200,,TS,17.1N,66.5W,60,-999,17.1,-66.5
AL041855,UNNAMED,18550826,1800,,TS,17.7N,67.9W,60,-999,17.7,-67.9
AL041855,UNNAMED,18550827,0000,,TS,18.4N,69.5W,50,997,18.4,-69.5
AL041855,UNNAMED,18550827,0600,,TS,19.2N,71.1W,50,-999,19.2,-71.1
AL041855,UNNAMED,18550827,1200,,TS,19.5N,72.3W,40,-999,19.5,-72.3
AL041855,UNNAMED,18550827,1800,,TS,19.7N,73.6W,40,-999,19.7,-73.6
AL051855,UNNAMED,18550915,0000,,HU,26.7N,89.1W,70,-999,26.7,-89.1
AL051855,UNNAMED,18550915,0600,,HU,27.1N,89.1W,80,-999,27.1,-89.1
AL051855,UNNAMED,18550915,1200,,HU,27.5N,89.3W,90,-999,27.5,-89.3
AL051855,UNNAMED,18550915,1800,,HU,28.1N,89.4W,100,-999,28.1,-89.4
AL051855,UNNAMED,18550916,0000,,HU,28.8N,89.5W,110,-999,28.8,-89.5
AL051855,UNNAMED,18550916,0300,L,HU,29.2N,89.5W,110,-999,29.2,-89.5
AL051855,UNNAMED,18550916,0600,,HU,29.6N,89.5W,110,-999,29.6,-89.5
AL051855,UNNAMED,18550916,1200,,HU,30.2N,89.4W,100,-999,30.2,-89.4
AL051855,UNNAMED,18550916,1800,,HU,31.0N,89.1W,70,-999,31.0,-89.1
AL051855,UNNAMED,18550917,0000,,TS,32.0N,88.8W,50,-999,32.0,-88.8
AL051855,UNNAMED,18550917,0600,,TS,33.0N,88.3W,40,-999,33.0,-88.3
AL011856,UNNAMED,18560809,0000,,HU,25.0N,83.9W,70,-999,25.0,-83.9
AL011856,UNNAMED,18560809,0600,,HU,25.7N,85.1W,80,-999,25.7,-85.1
AL011856,UNNAMED,18560809,1200,,HU,26.3N,86.5W,90,-999,26.3,-86.5
AL011856,UNNAMED,18560809,1800,,HU,27.0N,87.8W,100,-999,27.0,-87.8
AL011856,UNNAMED,18560810,0000,,HU,27.7N,89.1W,110,-999,27.7,-89.1
AL011856,UNNAMED,18560810,0600,,HU,28.2N,89.8W,120,-999,28.2,-89.8
AL011856,UNNAMED,18560810,1200,,HU,28.7N,90.5W,130,-999,28.7,-90.5
AL011856,UNNAMED,18560810,1800,L,HU,29.2N,91.1W,130,934,29.2,-91.1
AL011856,UNNAMED,18560811,0000,,HU,29.7N,91.6W,110,-999,29.7,-91.6
AL011856,UNNAMED,18560811,0600,,HU,30.0N,91.8W,80,-999,30.0,-91.8
AL011856,UNNAMED,18560811,1200,,TS,30.3N,91.9W,60,-999,30.3,-91.9
AL011856,UNNAMED,18560811,1800,,TS,30.6N,91.8W,50,-999,30.6,-91.8
AL011856,UNNAMED,18560812,0000,,TS,30.9N,91.6W,40,-999,30.9,-91.6
AL011856,UNNAMED,18560812,0600,,TS,31.3N,91.0W,40,-999,31.3,-91.0
AL021856,UNNAMED,18560813,0000,,HU,12.1N,56.1W,70,-999,12.1,-56.1
AL021856,UNNAMED,18560813,0600,,HU,12.1N,57.3W,70,-999,12.1,-57.3
AL021856,UNNAMED,18560813,1200,,HU,12.1N,58.5W,70,-999,12.1,-58.5
AL021856,UNNAMED,18560813,1800,,HU,12.1N,60.1W,70,-999,12.1,-60.1
AL021856,UNNAMED,18560814,0000,,HU,12.1N,61.8W,70,-999,12.1,-61.8
AL021856,UNNAMED,18560814,0600,,HU,12.1N,63.2W,70,-999,12.1,-63.2
AL021856,UNNAMED,18560814,1200,,HU,12.1N,64.5W,70,-999,12.1,-64.5
AL021856,UNNAMED,18560814,1800,,HU,12.1N,65.6W,70,-999,12.1,-65.6
AL031856,UNNAMED,18560819,0000,,TS,32.5N,75.5W,50,-999,32.5,-75.5
AL031856,UNNAMED,18560819,0600,,TS,33.8N,76.0W,50,-999,33.8,-76.0
AL031856,UNNAMED,18560819,1100,L,TS,34.8N,76.4W,50,-999,34.8,-76.4
AL031856,UNNAMED,18560819,1200,,TS,35.0N,76.5W,50,-999,35.0,-76.5
AL031856,UNNAMED,18560819,1800,,TS,36.0N,76.3W,50,-999,36.0,-76.3
AL031856,UNNAMED,18560820,0000,,TS,37.0N,76.0W,50,-999,37.0,-76.0
AL031856,UNNAMED,18560820,0600,,TS,38.0N,75.3W,50,-999,38.0,-75.3
AL031856,UNNAMED,18560820,1200,,TS,39.0N,74.3W,50,-999,39.0,-74.3
AL031856,UNNAMED,18560820,1800,,TS,39.8N,73.0W,50,-999,39.8,-73.0
AL031856,UNNAMED,18560821,0000,,TS,40.4N,71.5W,50,-999,40.4,-71.5
AL031856,UNNAMED,18560821,0600,,TS,40.8N,69.5W,50,-999,40.8,-69.5
AL031856,UNNAMED,18560821,1200,,TS,41.0N,67.0W,50,-999,41.0,-67.0
AL041856,UNNAMED,18560821,1200,,TS,23.0N,82.5W,50,-999,23.0,-82.5
AL051856,UNNAMED,18560825,0000,,HU,21.0N,69.8W,70,-999,21.0,-69.8
AL051856,UNNAMED,18560825,0600,,HU,21.0N,70.8W,70,-999,21.0,-70.8
AL051856,UNNAMED,18560825,1200,,HU,21.1N,71.9W,70,-999,21.1,-71.9
AL051856,UNNAMED,18560825,1800,,HU,21.2N,72.8W,70,-999,21.2,-72.8
AL051856,UNNAMED,18560826,0000,,HU,21.6N,73.9W,70,-999,21.6,-73.9
AL051856,UNNAMED,18560826,0600,,HU,21.7N,74.8W,70,-999,21.7,-74.8
AL051856,UNNAMED,18560826,1200,,HU,22.0N,75.9W,80,-999,22.0,-75.9
AL051856,UNNAMED,18560826,1800,,HU,22.2N,76.6W,80,-999,22.2,-76.6
AL051856,UNNAMED,18560827,0000,,HU,22.4N,77.6W,80,-999,22.4,-77.6
AL051856,UNNAMED,18560827,0600,,HU,22.6N,78.6W,80,-999,22.6,-78.6
AL051856,UNNAMED,18560827,1200,,HU,22.7N,79.5W,90,-999,22.7,-79.5
AL051856,UNNAMED,18560827,1800,,HU,22.7N,80.6W,80,-999,22.7,-80.6
AL051856,UNNAMED,18560828,0000,,HU,22.9N,81.6W,80,-999,22.9,-81.6
AL051856,UNNAMED,18560828,0600,,HU,23.0N,82.9W,90,969,23.0,-82.9
AL051856,UNNAMED,18560828,1200,,HU,23.2N,84.0W,90,-999,23.2,-84.0
AL051856,UNNAMED,18560828,1800,,HU,23.6N,84.6W,90,-999,23.6,-84.6
AL051856,UNNAMED,18560829,0000,,HU,23.9N,85.1W,90,-999,23.9,-85.1
AL051856,UNNAMED,18560829,0600,,HU,24.2N,85.6W,90,-999,24.2,-85.6
AL051856,UNNAMED,18560829,1200,,HU,24.7N,86.4W,90,-999,24.7,-86.4
AL051856,UNNAMED,18560829,1800,,HU,24.9N,86.8W,90,-999,24.9,-86.8
AL051856,UNNAMED,18560830,0000,,HU,25.2N,87.1W,100,-999,25.2,-87.1
AL051856,UNNAMED,18560830,0600,,HU,25.6N,87.3W,100,-999,25.6,-87.3
AL051856,UNNAMED,18560830,1200,,HU,26.2N,87.4W,100,-999,26.2,-87.4
AL051856,UNNAMED,18560830,1800,,HU,27.5N,87.3W,100,-999,27.5,-87.3
AL051856,UNNAMED,18560831,0000,,HU,28.9N,86.6W,90,-999,28.9,-86.6
AL051856,UNNAMED,18560831,0600,L,HU,30.2N,85.9W,90,-999,30.2,-85.9
AL051856,UNNAMED,18560831,1200,,HU,31.1N,84.8W,70,-999,31.1,-84.8
AL051856,UNNAMED,18560831,1800,,TS,32.2N,83.3W,60,-999,32.2,-83.3
AL051856,UNNAMED,18560901,0000,,TS,33.0N,81.6W,50,-999,33.0,-81.6
AL051856,UNNAMED,18560901,0600,,TS,34.0N,79.6W,50,-999,34.0,-79.6
AL051856,UNNAMED,18560901,1200,,TS,34.7N,77.9W,50,-999,34.7,-77.9
AL051856,UNNAMED,18560901,1800,,TS,35.5N,75.3W,50,-999,35.5,-75.3
AL051856,UNNAMED,18560902,0000,,TS,36.3N,72.8W,50,-999,36.3,-72.8
AL051856,UNNAMED,18560902,0600,,TS,36.8N,70.0W,50,-999,36.8,-70.0
AL051856,UNNAMED,18560902,1200,,TS,37.2N,67.3W,50,-999,37.2,-67.3
AL051856,UNNAMED,18560902,1800,,TS,37.7N,64.6W,50,-999,37.7,-64.6
AL051856,UNNAMED,18560903,0000,,TS,38.2N,61.8W,50,-999,38.2,-61.8
AL051856,UNNAMED,18560903,0600,,TS,38.8N,58.6W,50,-999,38.8,-58.6
AL051856,UNNAMED,18560903,1200,,TS,39.0N,56.0W,50,-999,39.0,-56.0
AL051856,UNNAMED,18560903,1800,,TS,39.5N,52.3W,50,-999,39.5,-52.3
AL061856,UNNAMED,18560918,0000,,TS,32.0N,48.8W,50,-999,32.0,-48.8
AL061856,UNNAMED,18560918,0600,,TS,32.5N,48.9W,50,-999,32.5,-48.9
AL061856,UNNAMED,18560918,1200,,TS,32.9N,49.0W,50,-999,32.9,-49.0
AL061856,UNNAMED,18560918,1800,,TS,33.5N,49.3W,50,-999,33.5,-49.3
AL061856,UNNAMED,18560919,0000,,TS,34.5N,49.8W,60,-999,34.5,-49.8
AL061856,UNNAMED,18560919,0600,,TS,35.2N,50.5W,60,-999,35.2,-50.5
AL061856,UNNAMED,18560919,1200,,HU,35.6N,51.0W,70,-999,35.6,-51.0
AL061856,UNNAMED,18560919,1800,,HU,35.8N,51.4W,70,-999,35.8,-51.4
AL061856,UNNAMED,18560920,0000,,HU,36.0N,51.7W,70,-999,36.0,-51.7
AL061856,UNNAMED,18560920,0600,,HU,36.1N,52.0W,70,-999,36.1,-52.0
AL061856,UNNAMED,18560920,1200,,HU,36.2N,52.3W,70,-999,36.2,-52.3
AL061856,UNNAMED,18560920,1800,,HU,36.3N,52.4W,70,-999,36.3,-52.4
AL061856,UNNAMED,18560921,0000,,TS,36.4N,52.5W,60,-999,36.4,-52.5
AL061856,UNNAMED,18560921,0600,,TS,36.5N,52.6W,60,-999,36.5,-52.6
AL061856,UNNAMED,18560921,1200,,TS,36.5N,52.7W,60,-999,36.5,-52.7
AL061856,UNNAMED,18560921,1800,,TS,36.5N,52.8W,60,-999,36.5,-52.8
AL061856,UNNAMED,18560922,0000,,TS,36.5N,52.9W,60,-999,36.5,-52.9
AL061856,UNNAMED,18560922,0600,,TS,36.5N,53.0W,60,-999,36.5,-53.0
AL061856,UNNAMED,18560922,1200,,TS,36.5N,53.0W,60,-999,36.5,-53.0
AL061856,UNNAMED,18560922,1800,,TS,36.5N,53.0W,60,-999,36.5,-53.0
AL011857,UNNAMED,18570630,0000,,TS,34.0N,74.5W,50,-999,34.0,-74.5
AL011857,UNNAMED,18570630,0600,,TS,34.5N,73.8W,50,-999,34.5,-73.8
AL011857,UNNAMED,18570630,1200,,TS,35.0N,72.6W,50,-999,35.0,-72.6
AL011857,UNNAMED,18570630,1800,,TS,35.2N,71.4W,50,-999,35.2,-71.4
AL011857,UNNAMED,18570701,0000,,TS,35.4N,70.1W,50,-999,35.4,-70.1
AL011857,UNNAMED,18570701,0600,,TS,35.5N,68.9W,50,-999,35.5,-68.9
AL011857,UNNAMED,18570701,1200,,TS,35.8N,67.6W,50,-999,35.8,-67.6
AL011857,UNNAMED,18570701,1800,,TS,36.0N,66.0W,50,-999,36.0,-66.0
AL021857,UNNAMED,18570906,1800,,TS,26.5N,73.0W,40,-999,26.5,-73.0
AL021857,UNNAMED,18570907,0000,,TS,26.7N,72.8W,40,-999,26.7,-72.8
AL021857,UNNAMED,18570907,0600,,TS,26.9N,72.6W,40,-999,26.9,-72.6
AL021857,UNNAMED,18570907,1200,,TS,27.2N,72.4W,50,-999,27.2,-72.4
AL021857,UNNAMED,18570907,1800,,TS,27.5N,72.3W,50,-999,27.5,-72.3
AL021857,UNNAMED,18570908,0000,,TS,27.7N,72.5W,50,-999,27.7,-72.5
AL021857,UNNAMED,18570908,0600,,TS,27.9N,72.7W,50,-999,27.9,-72.7
AL021857,UNNAMED,18570908,1200,,TS,28.1N,72.9W,60,-999,28.1,-72.9
AL021857,UNNAMED,18570908,1800,,TS,28.3N,73.0W,60,-999,28.3,-73.0
AL021857,UNNAMED,18570909,0000,,TS,28.7N,73.6W,60,-999,28.7,-73.6
AL021857,UNNAMED,18570909,0600,,HU,29.1N,74.2W,70,-999,29.1,-74.2
AL021857,UNNAMED,18570909,1200,,HU,29.5N,74.7W,70,-999,29.5,-74.7
AL021857,UNNAMED,18570909,1800,,HU,29.9N,75.3W,70,-999,29.9,-75.3
AL021857,UNNAMED,18570910,0000,,HU,30.2N,75.8W,70,-999,30.2,-75.8
AL021857,UNNAMED,18570910,0600,,HU,30.5N,76.2W,70,-999,30.5,-76.2
AL021857,UNNAMED,18570910,1200,,HU,30.7N,76.7W,80,-999,30.7,-76.7
AL021857,UNNAMED,18570910,1800,,HU,31.0N,77.1W,80,-999,31.0,-77.1
AL021857,UNNAMED,18570911,0000,,HU,31.2N,77.4W,90,-999,31.2,-77.4
AL021857,UNNAMED,18570911,0600,,HU,31.5N,77.7W,90,-999,31.5,-77.7
AL021857,UNNAMED,18570911,1200,,HU,31.7N,78.0W,90,-999,31.7,-78.0
AL021857,UNNAMED,18570911,1800,,HU,32.1N,78.2W,90,-999,32.1,-78.2
AL021857,UNNAMED,18570912,0000,,HU,32.3N,78.2W,90,-999,32.3,-78.2
AL021857,UNNAMED,18570912,0600,,HU,32.5N,78.3W,90,-999,32.5,-78.3
AL021857,UNNAMED,18570912,1200,,HU,32.8N,78.3W,90,-999,32.8,-78.3
AL021857,UNNAMED,18570912,1800,,HU,33.3N,78.3W,90,961,33.3,-78.3
AL021857,UNNAMED,18570913,0000,L,HU,33.9N,78.0W,90,-999,33.9,-78.0
AL021857,UNNAMED,18570913,0600,,HU,34.5N,77.5W,80,-999,34.5,-77.5
AL021857,UNNAMED,18570913,1200,,HU,34.9N,77.1W,70,-999,34.9,-77.1
AL021857,UNNAMED,18570913,1800,,TS,35.5N,76.5W,60,-999,35.5,-76.5
AL021857,UNNAMED,18570914,0000,,TS,36.0N,76.2W,50,-999,36.0,-76.2
AL021857,UNNAMED,18570914,0600,,TS,36.3N,75.8W,50,-999,36.3,-75.8
AL021857,UNNAMED,18570914,1200,,TS,36.5N,74.9W,50,-999,36.5,-74.9
AL021857,UNNAMED,18570914,1800,,TS,36.8N,73.5W,60,-999,36.8,-73.5
AL021857,UNNAMED,18570915,0000,,TS,37.6N,71.8W,60,-999,37.6,-71.8
AL021857,UNNAMED,18570915,0600,,HU,38.5N,69.8W,70,-999,38.5,-69.8
AL021857,UNNAMED,18570915,1200,,HU,39.4N,67.6W,80,-999,39.4,-67.6
AL021857,UNNAMED,18570915,1800,,HU,40.3N,65.2W,80,-999,40.3,-65.2
AL021857,UNNAMED,18570916,0000,,HU,41.2N,61.7W,80,-999,41.2,-61.7
AL021857,UNNAMED,18570916,0600,,HU,42.1N,58.9W,80,-999,42.1,-58.9
AL021857,UNNAMED,18570916,1200,,HU,43.0N,56.0W,80,-999,43.0,-56.0
AL021857,UNNAMED,18570916,1800,,HU,44.0N,53.0W,80,-999,44.0,-53.0
AL021857,UNNAMED,18570917,0000,,HU,45.0N,50.0W,80,-999,45.0,-50.0
AL021857,UNNAMED,18570917,0600,,HU,46.0N,46.0W,70,-999,46.0,-46.0
AL021857,UNNAMED,18570917,1200,,TS,47.0N,42.0W,60,-999,47.0,-42.0
AL021857,UNNAMED,18570917,1800,,EX,48.0N,38.0W,50,-999,48.0,-38.0
AL021857,UNNAMED,18570918,0000,,EX,49.0N,34.0W,40,-999,49.0,-34.0
AL021857,UNNAMED,18570918,0600,,EX,50.0N,30.0W,40,-999,50.0,-30.0
AL031857,UNNAMED,18570922,0000,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570922,0600,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570922,1200,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570922,1800,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570923,0000,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570923,0600,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570923,1200,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570923,1800,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570924,0000,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570924,0600,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570924,1200,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570924,1800,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570925,0000,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570925,0600,,HU,32.5N,73.5W,70,-999,32.5,-73.5
AL031857,UNNAMED,18570925,1200,,HU,32.5N,73.5W,70,-999,32.5,-73.5
